STT,Tên Shop,Địa Chỉ Shop,Link Website / Link Shop,Tên Sản Phẩm,Tên Sản Phẩm (Tiếng Anh),Giá Cả,Mô Tả Sản Phẩm,Mô Tả Sản Phẩm (Tiếng Anh),Tag,Category,Link Hình Ảnh
758,OOKAS.VN5D,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=1124113003,"OOKAS Đèn tường năng lượng mặt trời 8LED, chống nước, Đèn tường sân vườn tự động chuyển đổi",Lamp,115900,"Đặc sản chất lượng - OOKAS Đèn tường năng lượng mặt trời 8LED, chống nước, Đèn tường sân vườn tự động chuyển đổi",Exquisite handcrafted souvenir made with premium materials from OOKAS.VN5D: Lamp.,Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m9h5a51wpw9373
759,INEW SHOP,Thành phố Hà Nội,https://shopee.vn/search?shop=902632123,Bộ ấm trà du lịch phải có cho những người đam mê trà Một ấm ba ly Bộ dụng cụ trà Kung Fu ngoài trời,Tea Set/Teapot,95893,Đặc sản chất lượng - Bộ ấm trà du lịch phải có cho những người đam mê trà Một ấm ba ly Bộ dụng cụ trà Kung Fu ngoài trời,Exquisite handcrafted souvenir made with premium materials from INEW SHOP: Tea Set/Teapot.,Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lkddvl3u07to78
760,INEW SHOP,Thành phố Hà Nội,https://shopee.vn/search?shop=902632123,trọng lượng rất nhẹ dễ dàng mang theo dễ dàng gấp ghế mặt trăng ghế bãi biển,trọng lượng rất nhẹ dễ dàng mang theo dễ dàng gấp ghế mặt trăng ghế bãi biển,243390,Đặc sản chất lượng - trọng lượng rất nhẹ dễ dàng mang theo dễ dàng gấp ghế mặt trăng ghế bãi biển,Delicious and authentic local food specialty from INEW SHOP: trọng lượng rất nhẹ dễ dàng mang theo dễ dàng gấp ghế mặt trăng ghế bãi biển.,Local Food,Ẩm thực,https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lkd9eftz5l7g8b
761,INEW SHOP,Thành phố Hà Nội,https://shopee.vn/search?shop=902632123,"Bình giữ nhiệt inox thông minh hiển thị nhiệt độ, dạng thẳng dùng trên xe, dày hơn","Bình giữ nhiệt inox thông minh hiển thị nhiệt độ, dạng thẳng dùng trên xe, dày hơn",85500,"Đặc sản chất lượng - Bình giữ nhiệt inox thông minh hiển thị nhiệt độ, dạng thẳng dùng trên xe, dày hơn","Delicious and authentic local food specialty from INEW SHOP: Bình giữ nhiệt inox thông minh hiển thị nhiệt độ, dạng thẳng dùng trên xe, dày hơn.",Local Food,Ẩm thực,https://down-vn.img.susercontent.com/file/cn-11134207-820l4-mnmmbdmbvi1224
762,INEW SHOP,Thành phố Hà Nội,https://shopee.vn/search?shop=902632123,Cốc thép không gỉ 2 lớp đơn giản Cốc cà phê đá Americano Cốc rơm có giá trị cao có nắp đậy bằng tay cầm,Mug,77140,Đặc sản chất lượng - Cốc thép không gỉ 2 lớp đơn giản Cốc cà phê đá Americano Cốc rơm có giá trị cao có nắp đậy bằng tay cầm,Exquisite handcrafted souvenir made with premium materials from INEW SHOP: Mug.,Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lkdbtzngvzxk5c
763,INEW SHOP,Thành phố Hà Nội,https://shopee.vn/search?shop=902632123,"Cắm trại ngoài trời Công suất lớn Picnic Giỏ,Giỏ lưu trữ đa chức năng,Hộp lưu trữ có thể gập lại","Cắm trại ngoài trời Công suất lớn Picnic Giỏ,Giỏ lưu trữ đa chức năng,Hộp lưu trữ có thể gập lại",180500,"Đặc sản chất lượng - Cắm trại ngoài trời Công suất lớn Picnic Giỏ,Giỏ lưu trữ đa chức năng,Hộp lưu trữ có thể gập lại","Delicious and authentic local food specialty from INEW SHOP: Cắm trại ngoài trời Công suất lớn Picnic Giỏ,Giỏ lưu trữ đa chức năng,Hộp lưu trữ có thể gập lại.",Local Food,Ẩm thực,https://down-vn.img.susercontent.com/file/cn-11134207-7ras8-md1hkk635nc9c0
764,INEW SHOP,Thành phố Hà Nội,https://shopee.vn/search?shop=902632123,quạt điện cầm tay dễ dàng mang theo gió mạnh điều chỉnh gió quạt điện mini USB,quạt điện cầm tay dễ dàng mang theo gió mạnh điều chỉnh gió quạt điện mini USB,121163,Đặc sản chất lượng - quạt điện cầm tay dễ dàng mang theo gió mạnh điều chỉnh gió quạt điện mini USB,Delicious and authentic local food specialty from INEW SHOP: quạt điện cầm tay dễ dàng mang theo gió mạnh điều chỉnh gió quạt điện mini USB.,Local Food,Ẩm thực,https://down-vn.img.susercontent.com/file/cn-11134207-7r98o-lpbglhd8fxlj70
765,INEW SHOP,Thành phố Hà Nội,https://shopee.vn/search?shop=902632123,Bình Giữ Nhiệt Inox 316 Mới Cốc Di Động 2 Lớp bình nước giữ nhiệt,Mug,89627,Đặc sản chất lượng - Bình Giữ Nhiệt Inox 316 Mới Cốc Di Động 2 Lớp bình nước giữ nhiệt,Exquisite handcrafted souvenir made with premium materials from INEW SHOP: Mug.,Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/cn-11134207-7r98o-m0cjzypv7vwu70
766,INEW SHOP,Thành phố Hà Nội,https://shopee.vn/search?shop=902632123,Đơn Giản Yến Mạch Cốc Ăn Sáng Sữa Chua Cốc Thủy Tinh Cốc Sữa Salad Cốc Thủy Tinh Có Thìa,Mug,49400,Đặc sản chất lượng - Đơn Giản Yến Mạch Cốc Ăn Sáng Sữa Chua Cốc Thủy Tinh Cốc Sữa Salad Cốc Thủy Tinh Có Thìa,Exquisite handcrafted souvenir made with premium materials from INEW SHOP: Mug.,Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/cn-11134207-820l4-mny5mhbc5fyge1
767,INEW SHOP,Thành phố Hà Nội,https://shopee.vn/search?shop=902632123,Bộ quà tặng lưu niệm Quà tặng dịp lễ Quà tặng trong đám cưới Quà sinh nhật Ly Quà tặng khai trương,(Gift Set),94999,Đặc sản chất lượng - Bộ quà tặng lưu niệm Quà tặng dịp lễ Quà tặng trong đám cưới Quà sinh nhật Ly Quà tặng khai trương,Exquisite handcrafted souvenir made with premium materials from INEW SHOP: (Gift Set).,Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/cn-11134207-7ras8-m6wcohe61oqz77
768,INEW SHOP,Thành phố Hà Nội,https://shopee.vn/search?shop=902632123,ly giữ nhiệt Cốc cà phê ống hút dung tích lớn 316 Cốc giữ nhiệt bằng thép không gỉ Cốc ô tô di động bình nước giữ nhiệt,Mug,143449,Đặc sản chất lượng - ly giữ nhiệt Cốc cà phê ống hút dung tích lớn 316 Cốc giữ nhiệt bằng thép không gỉ Cốc ô tô di động bình nước giữ nhiệt,Exquisite handcrafted souvenir made with premium materials from INEW SHOP: Mug.,Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/cn-11134207-820l4-mofa16pqb8y7a0
769,Beauxy - Gift & Decor,Thành phố Hà Nội,https://shopee.vn/search?shop=497869970,540 Tờ Giấy Gấp Sao Nhiều Màu Xinh Xắn Làm Đồ Trang Trí,540 Tờ Giấy Gấp Sao Nhiều Màu Xinh Xắn Làm Đồ Trang Trí,20000,Đặc sản chất lượng - 540 Tờ Giấy Gấp Sao Nhiều Màu Xinh Xắn Làm Đồ Trang Trí,Premium and meaningful gift set elegantly packaged from Beauxy - Gift & Decor: 540 Tờ Giấy Gấp Sao Nhiều Màu Xinh Xắn Làm Đồ Trang Trí.,Gift Sets,Quà tặng,https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lhdjo28sphde9a
770,Beauxy - Gift & Decor,Thành phố Hà Nội,https://shopee.vn/search?shop=497869970,"(20*15*7,5cm) Hộp Quà Tặng Người Yêu, Hộp Quà Tặng Valentine, Kèm Túi Giấy, Đèn Led, Giấy Rơm, Thiệp",Lamp (Gift Set),35000,"Đặc sản chất lượng - (20*15*7,5cm) Hộp Quà Tặng Người Yêu, Hộp Quà Tặng Valentine, Kèm Túi Giấy, Đèn Led, Giấy Rơm, Thiệp",Exquisite handcrafted souvenir made with premium materials from Beauxy - Gift & Decor: Lamp (Gift Set).,Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/d0112c9bc578bacea465e69694555706
771,Beauxy - Gift & Decor,Thành phố Hà Nội,https://shopee.vn/search?shop=497869970,"Lọ ước, lọ chữa lành kèm ruy băng gồm hình sao, hình tròn và hình trái tim","Lọ ước, lọ chữa lành kèm ruy băng gồm hình sao, hình tròn và hình trái tim",40800,"Đặc sản chất lượng - Lọ ước, lọ chữa lành kèm ruy băng gồm hình sao, hình tròn và hình trái tim","Premium and meaningful gift set elegantly packaged from Beauxy - Gift & Decor: Lọ ước, lọ chữa lành kèm ruy băng gồm hình sao, hình tròn và hình trái tim.",Gift Sets,Quà tặng,https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lkhu0g5q4uy031
772,Beauxy - Gift & Decor,Thành phố Hà Nội,https://shopee.vn/search?shop=497869970,"(20x15x7,5cm) (KHÔNG GỒM SON) Hộp Quà Tặng Bạn Gái, Hộp Quà Đựng Son, Hộp Valinetine Tặng Kèm Ruy Băng",(Gift Set),82000,"Đặc sản chất lượng - (20x15x7,5cm) (KHÔNG GỒM SON) Hộp Quà Tặng Bạn Gái, Hộp Quà Đựng Son, Hộp Valinetine Tặng Kèm Ruy Băng",Premium and meaningful gift set elegantly packaged from Beauxy - Gift & Decor: (Gift Set).,Gift Sets,Quà tặng,https://down-vn.img.susercontent.com/file/d9156a03eb17f2edfdda6461933ba707
773,Beauxy - Gift & Decor,Thành phố Hà Nội,https://shopee.vn/search?shop=497869970,"Ruy Băng Lụa In Chữ Just For You Dùng Trang Trí Hộp Quà, Gói Hoa, Trang Trí Lọ Chữa Lành Sáng Tạo","Ruy Băng Lụa In Chữ Just For You Dùng Trang Trí Hộp Quà, Gói Hoa, Trang Trí Lọ Chữa Lành Sáng Tạo",20000,"Đặc sản chất lượng - Ruy Băng Lụa In Chữ Just For You Dùng Trang Trí Hộp Quà, Gói Hoa, Trang Trí Lọ Chữa Lành Sáng Tạo","Unique fashion accessory showcasing Vietnamese cultural heritage from Beauxy - Gift & Decor: Ruy Băng Lụa In Chữ Just For You Dùng Trang Trí Hộp Quà, Gói Hoa, Trang Trí Lọ Chữa Lành Sáng Tạo.",Fashion,Thời trang,https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lkg5cktl5l7se8
774,Beauxy - Gift & Decor,Thành phố Hà Nội,https://shopee.vn/search?shop=497869970,"(30*20*11 cm) Hộp quà size to Gift for you đựng giày dép, túi xách, quần áo,hộp quà bất ngờ, kèm phụ kiện lãng mạn","(30*20*11 cm) Hộp quà size to Gift for you đựng giày dép, túi xách, quần áo,hộp quà bất ngờ, kèm phụ kiện lãng mạn",99000,"Đặc sản chất lượng - (30*20*11 cm) Hộp quà size to Gift for you đựng giày dép, túi xách, quần áo,hộp quà bất ngờ, kèm phụ kiện lãng mạn","Unique fashion accessory showcasing Vietnamese cultural heritage from Beauxy - Gift & Decor: (30*20*11 cm) Hộp quà size to Gift for you đựng giày dép, túi xách, quần áo,hộp quà bất ngờ, kèm phụ kiện lãng mạn.",Fashion,Thời trang,https://down-vn.img.susercontent.com/file/0fee96416c8a44ab6130ce57bcfa8f9f
775,Beauxy - Gift & Decor,Thành phố Hà Nội,https://shopee.vn/search?shop=497869970,"Lọ ước, lọ chữa lành, lọ thanh xuân trao tặng yêu thương xinh xắn","Lọ ước, lọ chữa lành, lọ thanh xuân trao tặng yêu thương xinh xắn",46000,"Đặc sản chất lượng - Lọ ước, lọ chữa lành, lọ thanh xuân trao tặng yêu thương xinh xắn","Premium and meaningful gift set elegantly packaged from Beauxy - Gift & Decor: Lọ ước, lọ chữa lành, lọ thanh xuân trao tặng yêu thương xinh xắn.",Gift Sets,Quà tặng,https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lfvamid5b46veb
776,Beauxy - Gift & Decor,Thành phố Hà Nội,https://shopee.vn/search?shop=497869970,"Lọ ước, lọ chữa lành, lọ tình yêu hình trái tim xinh xắn dành cho các cặp đôi","Lọ ước, lọ chữa lành, lọ tình yêu hình trái tim xinh xắn dành cho các cặp đôi",46000,"Đặc sản chất lượng - Lọ ước, lọ chữa lành, lọ tình yêu hình trái tim xinh xắn dành cho các cặp đôi","Premium and meaningful gift set elegantly packaged from Beauxy - Gift & Decor: Lọ ước, lọ chữa lành, lọ tình yêu hình trái tim xinh xắn dành cho các cặp đôi.",Gift Sets,Quà tặng,https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lir1wg6m8vt855
777,Beauxy - Gift & Decor,Thành phố Hà Nội,https://shopee.vn/search?shop=497869970,"（30*20*11) Hộp Quà Gift Xám, Hộp Quà Sang Trọng Tặng Sinh Nhật, Valentine Ttặng Kèm Ruy Băng","（30*20*11) Hộp Quà Gift Xám, Hộp Quà Sang Trọng Tặng Sinh Nhật, Valentine Ttặng Kèm Ruy Băng",22000,"Đặc sản chất lượng - （30*20*11) Hộp Quà Gift Xám, Hộp Quà Sang Trọng Tặng Sinh Nhật, Valentine Ttặng Kèm Ruy Băng","Premium and meaningful gift set elegantly packaged from Beauxy - Gift & Decor: （30*20*11) Hộp Quà Gift Xám, Hộp Quà Sang Trọng Tặng Sinh Nhật, Valentine Ttặng Kèm Ruy Băng.",Gift Sets,Quà tặng,https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lk9cx1cze1ekbe
778,Beauxy - Gift & Decor,Thành phố Hà Nội,https://shopee.vn/search?shop=497869970,"Đèn Led Dây Trang Trí Ánh Vàng - Sẵn Pin - Dài 1m x10 Bóng Đèn Led - Trang Trí Tiệc Cưới, Giáng Sinh, Sinh Nhật, Hộp Quà",Lamp,15000,"Đặc sản chất lượng - Đèn Led Dây Trang Trí Ánh Vàng - Sẵn Pin - Dài 1m x10 Bóng Đèn Led - Trang Trí Tiệc Cưới, Giáng Sinh, Sinh Nhật, Hộp Quà",Exquisite handcrafted souvenir made with premium materials from Beauxy - Gift & Decor: Lamp.,Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/65ffc4b377238c51414c2688e52aa5f0
779,LiDO sports,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=20867065,Bộ cầu thủ + khung thành trang trí decor cực đẹp,(Elegant),40000,Đặc sản chất lượng - Bộ cầu thủ + khung thành trang trí decor cực đẹp,Unique fashion accessory showcasing Vietnamese cultural heritage from LiDO sports: (Elegant).,Fashion,Thời trang,https://down-vn.img.susercontent.com/file/4fb57f306dab7b8922d5b98d9cd9f3d9
780,LiDO sports,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=20867065,Vòng Tay Ronaldo - Messi- Neymar - Hazard - Bale - Mbappe - Torres,Vòng Tay Ronaldo - Messi- Neymar - Hazard - Bale - Mbappe - Torres,25000,Đặc sản chất lượng - Vòng Tay Ronaldo - Messi- Neymar - Hazard - Bale - Mbappe - Torres,Unique fashion accessory showcasing Vietnamese cultural heritage from LiDO sports: Vòng Tay Ronaldo - Messi- Neymar - Hazard - Bale - Mbappe - Torres.,Fashion,Thời trang,https://down-vn.img.susercontent.com/file/4c3a83c2c87df385341e274c5eace40c
781,LiDO sports,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=20867065,Mô hình cầu thủ bóng đá lắp ghép - Quà tặng bạn bè,(Gift Set),21021,Đặc sản chất lượng - Mô hình cầu thủ bóng đá lắp ghép - Quà tặng bạn bè,Premium and meaningful gift set elegantly packaged from LiDO sports: (Gift Set).,Gift Sets,Quà tặng,https://down-vn.img.susercontent.com/file/a9264088278183d80d419658a2bef4d9
782,LiDO sports,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=20867065,Móc khoá bóng các giải đâu cực đẹp - sắc nét,(Elegant),37995,Đặc sản chất lượng - Móc khoá bóng các giải đâu cực đẹp - sắc nét,Unique fashion accessory showcasing Vietnamese cultural heritage from LiDO sports: (Elegant).,Fashion,Thời trang,https://down-vn.img.susercontent.com/file/9040dc06048e29934290b54bcbcbde19
783,LiDO sports,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=20867065,Móc khóa bản Mu- Barcalona- chelsea - real madrid - arsenal,Móc khóa bản Mu- Barcalona- chelsea - real madrid - arsenal,34999,Đặc sản chất lượng - Móc khóa bản Mu- Barcalona- chelsea - real madrid - arsenal,Unique fashion accessory showcasing Vietnamese cultural heritage from LiDO sports: Móc khóa bản Mu- Barcalona- chelsea - real madrid - arsenal.,Fashion,Thời trang,https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lp7lt62u1q3fe3
784,LiDO sports,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=20867065,Decal Sticker ủi áo quần logo bóng đá,Decal Sticker ủi áo quần logo bóng đá,14000,Đặc sản chất lượng - Decal Sticker ủi áo quần logo bóng đá,Unique fashion accessory showcasing Vietnamese cultural heritage from LiDO sports: Decal Sticker ủi áo quần logo bóng đá.,Fashion,Thời trang,https://down-vn.img.susercontent.com/file/7f977065814b095e80652bcbb81902ff
785,LiDO sports,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=20867065,"Huy hiệu gài áo cao cấp sắc nét mẫu mới, quà tặng bạn bè",Premium (Gift Set),13000,"Đặc sản chất lượng - Huy hiệu gài áo cao cấp sắc nét mẫu mới, quà tặng bạn bè",Unique fashion accessory showcasing Vietnamese cultural heritage from LiDO sports: Premium (Gift Set).,Fashion,Thời trang,https://down-vn.img.susercontent.com/file/76aef13aee33418289e0eb475757c81a
786,LiDO sports,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=20867065,Huy hiệu gài áo CLB bóng đá Manchester united Chelsea Arsenal Liverpool Chelsea Real Madrid Barcelona,Huy hiệu gài áo CLB bóng đá Manchester united Chelsea Arsenal Liverpool Chelsea Real Madrid Barcelona,20500,Đặc sản chất lượng - Huy hiệu gài áo CLB bóng đá Manchester united Chelsea Arsenal Liverpool Chelsea Real Madrid Barcelona,Unique fashion accessory showcasing Vietnamese cultural heritage from LiDO sports: Huy hiệu gài áo CLB bóng đá Manchester united Chelsea Arsenal Liverpool Chelsea Real Madrid Barcelona.,Fashion,Thời trang,https://down-vn.img.susercontent.com/file/9b95b9d3692938604236ffc3129b5801
787,LiDO sports,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=20867065,Huy hiệu cao cấp siêu đẹp các đội bóng,Premium (Elegant),40000,Đặc sản chất lượng - Huy hiệu cao cấp siêu đẹp các đội bóng,Unique fashion accessory showcasing Vietnamese cultural heritage from LiDO sports: Premium (Elegant).,Fashion,Thời trang,https://down-vn.img.susercontent.com/file/db96536b62d436edcfec10e44f2fb7bb
788,LiDO sports,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=20867065,Tượng cầu thủ bóng đá CHELSEA - quà tặng hấp dẫn cho bạn bè,Statue (Gift Set),70000,Đặc sản chất lượng - Tượng cầu thủ bóng đá CHELSEA - quà tặng hấp dẫn cho bạn bè,Exquisite handcrafted souvenir made with premium materials from LiDO sports: Statue (Gift Set).,Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/3c8fe9a1946346adb5e9a215c9189a50
789,Minh hoạ chữa lành,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=2075783,"Postcard thay lời nhắn dễ thương, vui nhộn-Phiên bản giấy khen-SIZE A6-minhhoachualanh","Postcard thay lời nhắn dễ thương, vui nhộn-Phiên bản giấy khen-SIZE A6-minhhoachualanh",20000,"Đặc sản chất lượng - Postcard thay lời nhắn dễ thương, vui nhộn-Phiên bản giấy khen-SIZE A6-minhhoachualanh","High-aesthetic artistic decor item from Minh hoạ chữa lành: Postcard thay lời nhắn dễ thương, vui nhộn-Phiên bản giấy khen-SIZE A6-minhhoachualanh.",Art,Nghệ thuật,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mk3gm70c4xs79c
